objectid,fromdate,geography,latitude,longitude,address,ward_name,nbh_cluster_names,comp_plan_area,crash_type,crash_on_interstate,scanner_audio_missing,crash_category,national_park
195892803,2021-02-22,0101000020E6100000EA339557563F53C0C91F37AE9E6F4340,38.872022,-76.989642,INTERSTATE 695 INTERSTATE BN,Ward 6,"Arboretum, Anacostia River",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,1,,MPD Only,0
195894433,2021-02-27,0101000020E61000005B4599225F3F53C0743821D9B36F4340,38.872022,-76.989642,INTERSTATE 695 INTERSTATE BN,Ward 6,"Arboretum, Anacostia River",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,1,,MPD Only,0
195894425,2021-02-22,0101000020E6100000E2ABCB68573C53C06BFA23CA08724340,38.890883,-76.94429,4100 AMES STREET NE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892915,2021-02-23,0101000020E610000083FE56767A3E53C0CD1F1D5970724340,38.894043,-76.976222,320 20TH STREET NE,Ward 7,"Union Station, Stanton Park, Kingman Park",CAPITOL HILL,Cars Only,0,,MPD Only,0
195891272,2021-02-19,0101000020E610000033EAB5FC5B3E53C0933CE783646C4340,38.846808,-76.97437,2002 SAVANNAH STREET SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195888828,2021-02-08,0101000020E6100000FDDA8192353D53C009D94F2572754340,38.91817,-76.95482,SOUTH DAKOTA AVENUE NE & NEW YORK AVENUE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,1,,MPD and DCFEMS,0
195891206,2021-02-16,0101000020E6100000F535B7C9943D53C0EC8331935F754340,38.917055,-76.960861,3300 NEW YORK AVENUE NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195891379,2021-02-16,0101000020E61000007E6BCFB2FA3B53C018EF027E856F4340,38.87141,-76.937306,4121 STANLEY STREET SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195892776,2021-02-21,0101000020E61000008E5223E5BD3E53C05023CFEE676C4340,38.847139,-76.98039,1700 ALABAMA AVENUE SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195891360,2021-02-16,0101000020E6100000BB646E340F3D53C00E6893ECB8714340,38.888267,-76.953563,3619 MINNESOTA AVENUE SE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195893042,2021-02-22,0101000020E61000004C33DD0CCA3E53C0EE58FF01606C4340,38.846094,-76.980904,1551 ALABAMA AVENUE SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195895474,2021-02-28,0101000020E6100000293F3A6F4F4253C03E4A3660687B4340,38.96406,-77.036384,6045 16TH STREET NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,Cars Only,0,,MPD and DCFEMS,0
195885366,2021-02-01,0101000020E61000004DEAC6422D4653C01829C9E259774340,38.93241,-77.096422,4901 LOUGHBORO ROAD NW,Ward 3,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",ROCK CREEK WEST,Cars Only,0,,MPD Only,0
195894584,2021-02-27,0101000020E6100000E85F47E8193F53C0E3B69FFFA2784340,38.942727,-76.986413,1346 MICHIGAN AVENUE NE,Ward 5,"North Michigan Park, Michigan Park, University Heights",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195888699,2021-02-10,0101000020E6100000CFC083E3873D53C0F76BF3E180774340,38.933546,-76.96149,3608 EASTERN AVE. NE,Ward 5,"Woodridge, Fort Lincoln, Gateway",UPPER NORTHEAST,Cars Only,0,,MPD and DCFEMS,0
195891102,2021-02-12,0101000020E61000002625AAE6CF3C53C05215607984724340,38.894387,-76.949694,3950 MINNESOTA AVENUE NE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195894588,2021-02-27,0101000020E610000011965F1AF23C53C0EE2B552460724340,38.893761,-76.952458,260 35TH STREET NE,Ward 7,"River Terrace, Benning, Greenway, Dupont Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892750,2021-02-19,0101000020E6100000C2343D7CAF3E53C0457B22D9746F4340,38.870553,-76.979459,1725 Q STREET SE,Ward 8,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195891098,2021-02-14,0101000020E6100000C2EEC125403C53C0C482859163734340,38.901469,-76.941413,4301 NANNIE HELEN BURROUGHS AVENUE NE,Ward 7,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195888861,2021-02-09,0101000020E6100000038A6060443E53C0DB3AAB90766C4340,38.847378,-76.972881,2200 SAVANNAH STREET SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195892697,2021-02-19,0101000020E610000020CD5B9B233E53C0FBAEFE19EE6D4340,38.858937,-76.970956,2425 25TH STREET SE,Ward 8,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195892800,2021-02-21,0101000020E6100000E633CB782A3E53C0C35FF85DE86D4340,38.858937,-76.970956,2425 25TH STREET SE,Ward 8,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195888860,2021-02-08,0101000020E610000004E1C9D5B43B53C08B33E50128724340,38.892191,-76.932909,207 49TH STREET NE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195889967,2021-02-12,0101000020E610000047F79ABD003C53C0B1C9AA4AE4714340,38.889654,-76.93749,BENNING RD NE & EAST CAPITOL ST NE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892762,2021-02-20,0101000020E6100000C2DEAC2C103C53C06F17D676D4714340,38.889276,-76.938901,4800 TEXAS AVENUE SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195891377,2021-02-15,0101000020E61000003D968981F23D53C09915C43AD26D4340,38.856632,-76.967059,2804 NAYLOR ROAD SE,Ward 8,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD and DCFEMS,0
195885500,2021-02-01,0101000020E610000018ACB453753E53C0C7D2AD3DBE6C4340,38.849905,-76.976057,2002 SAVANNAH PLACE SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195894426,2021-02-23,0101000020E6100000EB3D028DF63D53C0ADFF50461C6E4340,38.860347,-76.968376,2713 GOOD HOPE ROAD SE,Ward 8,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195891241,2021-02-18,0101000020E6100000758A22D24B4453C0F5C730A5C47A4340,38.959538,-77.066741,5323 NEVADA AVENUE NW,Ward 3,"Hawthorne, Barnaby Woods, Chevy Chase",ROCK CREEK WEST,Cars Only,0,,MPD and DCFEMS,0
195894419,2021-02-23,0101000020E61000007E0FAE11A83E53C0EC8255CE116F4340,38.867723,-76.979444,1813 18TH STREET SE,Ward 8,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195891234,2021-02-16,0101000020E610000070081307C53E53C0261949D64A6F4340,38.869463,-76.980883,17TH STREET SE & R STREET SE,Ward 8,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195894548,2021-02-27,0101000020E61000004F2681AE883E53C0ACE4F1EBD76F4340,38.874461,-76.971676,2300 PENNSYLVANIA AVENUE SE,Ward 8,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195886990,2021-02-05,0101000020E610000027E527A9544253C0CC1D719DE5794340,38.951873,-77.035978,5101 16TH STREET NW,Ward 4,"Brightwood Park, Crestwood, Petworth",ROCK CREEK EAST,Cars Only,0,,MPD Only,0
195892848,2021-02-23,0101000020E6100000D0A153E9933E53C0CE8CE903546C4340,38.846325,-76.977705,1820 SAVANNAH STREET SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195893019,2021-02-24,0101000020E61000009B7FAF54B93E53C0DCCB00E13C6C4340,38.841877,-76.99818,603 SAVANNAH STREET SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Car/Pedestrian,0,,MPD and DCFEMS,0
195888529,2021-02-06,0101000020E61000001B8AA72DF73B53C0791593E6B7714340,38.888417,-76.936959,A STREET SE & BENNING ROAD SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195887199,2021-02-05,0101000020E61000006AA114350A3F53C0B67FFCEEF16E4340,38.866944,-76.985121,1400 GOOD HOPE ROAD SE,Ward 8,Historic Anacostia,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195891170,2021-02-17,0101000020E610000057AACB1B123E53C09F62898D79764340,38.925389,-76.970143,2601 FRANKLIN STREET NE,Ward 5,"Brookland, Brentwood, Langdon",UPPER NORTHEAST,Cars Only,0,,MPD and DCFEMS,0
195892852,2021-02-23,0101000020E610000080B65858FA3E53C090FD4427EC6E4340,38.866574,-76.984027,1435 GOOD HOPE ROAD SE,Ward 8,Historic Anacostia,FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195885508,2021-02-01,0101000020E61000005260B974784053C0AF466B663D7A4340,38.955171,-77.007282,RIGGS ROAD NE & ROCK CREEK CHURCH ROAD NE,Ward 5,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195894560,2021-02-27,0101000020E6100000941A449B5F3C53C030B3C4577C734340,38.901839,-76.941531,4250 NANNIE HELEN BURROUGHS AVENUE NE,Ward 7,"Mayfair, Hillbrook, Mahaning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195886816,2021-02-01,0101000020E6100000A4849D91B94153C040B2F4D13B714340,38.88463,-77.027038,12TH STREET EXPRESSWAY AT D STREET EXIT,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,Cars Only,1,,MPD and DCFEMS,0
195885373,2021-02-01,0101000020E6100000BC3A9A8E264553C0118FCF7B3F764340,38.924187,-77.0799,2643 41ST STREET NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,Cars Only,0,,MPD Only,0
195889919,2021-02-10,0101000020E6100000FF2618021F3E53C0B4FDC7A7C16E4340,38.865278,-76.97064,NAYLOR ROAD SE,Ward 8,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195887035,2021-02-06,0101000020E6100000FE16E8E4C33E53C0F0B749E3E5754340,38.920862,-76.9804,1704 MONTANA AVENUE NE,Ward 5,"Brookland, Brentwood, Langdon",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195887008,2021-02-05,0101000020E610000013E331F73D3E53C042A8B573EA6F4340,38.874461,-76.971676,2300 PENNSYLVANIA AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892786,2021-02-21,0101000020E6100000074627A83E3E53C068C21D80E46F4340,38.874191,-76.972886,2323 PENNSYLVANIA AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195893020,2021-02-24,0101000020E6100000AB268560393E53C052EB572BE66F4340,38.874461,-76.971676,2300 PENNSYLVANIA AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195894526,2021-02-25,0101000020E6100000E8F40047393E53C091AB7313E66F4340,38.874461,-76.971676,2300 PENNSYLVANIA AVENUE SE,Ward 7,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195894577,2021-02-26,0101000020E6100000F91849777A3E53C0A64C04A479774340,38.933451,-76.976222,3507 20TH STREET NE,Ward 5,"Brookland, Brentwood, Langdon",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195891163,2021-02-16,0101000020E6100000B5C1926A914053C0CF464B15AE794340,38.949334,-77.00878,NORTH CAPITOL STREET,Ward 5,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",ROCK CREEK EAST,Cars Only,0,,MPD Only,0
195894694,2021-02-27,0101000020E6100000D9DB0147914053C041300C02766F4340,38.871849,-77.009083,1500 SOUTH CAPITOL ST SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",LOWER ANACOSTIA WATERFRONT AND NEAR SOUTHWEST,Cars Only,0,,MPD Only,0
195887041,2021-02-01,0101000020E6100000FF43433DE13D53C088759E8D126E4340,38.860246,-76.967038,2800 ALABAMA AVENUE SE,Ward 7,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195890051,2021-02-13,0101000020E61000002ECA11B6E03D53C01CC6B9FF126E4340,38.860246,-76.967038,2800 ALABAMA AVENUE SE,Ward 7,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195894421,2021-02-23,0101000020E61000003EBCEBA5EC3D53C0D175BF36056E4340,38.859122,-76.966828,2845 ALABAMA AVENUE SE,Ward 7,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195891261,2021-02-19,0101000020E610000002E38793ED3F53C0DF3FF8FB237A4340,38.954373,-76.999918,5300 SOUTH DAKOTA AVENUE NE,Ward 5,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195894555,2021-02-27,0101000020E6100000F02904B1493C53C0634460AB14734340,38.89937,-76.942056,4212 GAULT PLACE NE,Ward 7,"Mayfair, Hillbrook, Mahaning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892767,2021-02-21,0101000020E61000003C7101B6A44053C0ECDE33CA0C714340,38.883195,-77.010008,499 SOUTH CAPITOL STREET SW,Ward 6,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",CENTRAL WASHINGTON,Cars Only,0,,MPD and DCFEMS,0
195892688,2021-02-19,0101000020E6100000B6370207593C53C05DBAEFD24F724340,38.893097,-76.944565,4101 BENNING ROAD NE,Ward 7,"Mayfair, Hillbrook, Mahaning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892727,2021-02-19,0101000020E6100000E2D129DA423C53C08A7839623E724340,38.892373,-76.942334,4205 BENNING ROAD NE,Ward 7,"Mayfair, Hillbrook, Mahaning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195892743,2021-02-20,0101000020E61000009F22E749244553C0E86EFCA288774340,38.931449,-77.078645,4000 MASSACHUSETTS AVENUE NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,Cars Only,0,,MPD Only,0
195894456,2021-02-26,0101000020E61000002E460114394053C09B7CE047707B4340,38.964337,-77.003496,6124 NEW HAMPSHIRE AVENUE NE,Ward 4,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",ROCK CREEK EAST,Cars Only,0,,MPD Only,0
195887029,2021-02-06,0101000020E6100000EF526AF0933E53C04C85C12468754340,38.916606,-76.977828,1801 NEW YORK AVENUE NE,Ward 5,"Ivy City, Arboretum, Trinidad, Carver Langston",UPPER NORTHEAST,Cars Only,0,,MPD and DCFEMS,0
195894450,2021-02-25,0101000020E6100000F9743414943E53C0871C732568754340,38.917233,-76.977786,MONTANA AVENUE NE & NEW YORK AVENUE NE,Ward 5,"Ivy City, Arboretum, Trinidad, Carver Langston",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195887185,2021-02-02,0101000020E610000040C28A652E4153C0ECB3B34BDF794340,38.952111,-77.018754,410 GALLATIN ST NW,Ward 4,"Brightwood Park, Crestwood, Petworth",ROCK CREEK EAST,Cars Only,0,,MPD and DCFEMS,0
195895494,2021-02-28,0101000020E61000004E4B9007D33E53C09A265937E5714340,38.890076,-76.981506,1610 EAST CAPITOL STREET NE,Ward 6,"Capitol Hill, Lincoln Park",CAPITOL HILL,Cars Only,0,,MPD and DCFEMS,0
195889924,2021-02-10,0101000020E6100000B36F991E963B53C011D40E0621704340,38.876028,-76.931,BENNING ROAD SE & SOUTHERN AVENUE SE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892899,2021-02-23,0101000020E6100000537BB838963B53C0309895DD20704340,38.875955,-76.930937,5000 SOUTHERN AVENUE,Ward 7,"Capitol View, Marshall Heights, Benning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195894468,2021-02-26,0101000020E6100000D95FEE49633E53C0D84A37628B6F4340,38.871193,-76.974728,2201 MINNESOTA AVENUE SE,Ward 8,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195893017,2021-02-23,0101000020E6100000E0EFDFA2F03C53C0D05EC3DDDB724340,38.897327,-76.952185,3400 BENNING ROAD NE,Ward 7,"Mayfair, Hillbrook, Mahaning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195892731,2021-02-20,0101000020E6100000FAEAD033DE4453C0F892E12F80784340,38.941882,-77.076323,4000 WISCONSIN AVENUE NW,Ward 3,"Cathedral Heights, McLean Gardens, Glover Park",ROCK CREEK WEST,Cars Only,0,,MPD Only,0
195886857,2021-02-02,0101000020E6100000740D2DD7144153C063EC8ACEE0794340,38.952335,-77.017133,325 GALLATIN STREET NW,Ward 4,"Brightwood Park, Crestwood, Petworth",ROCK CREEK EAST,Cars Only,0,,MPD and DCFEMS,0
195894729,2021-02-27,0101000020E610000040B5D474164053C00A1BF39CAC7A4340,38.95794,-77.001617,310 RIGGS ROAD NE,Ward 4,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",ROCK CREEK EAST,Cars Only,0,,MPD Only,0
195887162,2021-02-04,0101000020E6100000FCA6F76D764053C070F3F0AD437A4340,38.954717,-77.006387,33 RIGGS ROAD NE,Ward 4,"Takoma, Brightwood, Manor Park",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195894535,2021-02-26,0101000020E6100000A650C840AE3E53C05D09BD3F44754340,38.915984,-76.978958,2121 WEST VIRGINIA AVENUE NE,Ward 5,"Ivy City, Arboretum, Trinidad, Carver Langston",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195885501,2021-02-03,0101000020E6100000901C011D4D3E53C019883F4B70774340,38.933605,-76.973405,3501 SOUTH DAKOTA AVENUE NE,Ward 5,"Brookland, Brentwood, Langdon",UPPER NORTHEAST,Cars Only,0,,MPD and DCFEMS,0
195890052,2021-02-13,0101000020E6100000CA6EF4F8373E53C0114A39B735774340,38.931319,-76.972164,3300 24TH STREET NE,Ward 5,"Brookland, Brentwood, Langdon",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195894721,2021-02-26,0101000020E6100000D586F7E7A73E53C06BB7976263764340,38.925087,-76.978701,2711 18TH STREET NE,Ward 5,"Brookland, Brentwood, Langdon",UPPER NORTHEAST,Cars Only,0,,MPD and DCFEMS,0
195891178,2021-02-17,0101000020E61000007324493F944053C03485D442B57A4340,38.95873,-77.009342,5700 NORTH CAPITOL STREET NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,Cars Only,0,,MPD and DCFEMS,0
195890043,2021-02-13,0101000020E61000009B9D1719604153C0D4398A2A977B4340,38.965543,-77.021488,604 ROXBORO PLACE NW,Ward 4,"Takoma, Brightwood, Manor Park",ROCK CREEK EAST,Cars Only,0,,MPD Only,0
195895753,2021-02-28,0101000020E610000022B1A50A574053C09BFF9C9084754340,38.918091,-77.005337,RHODE ISLAND AVENUE NE & V STREET NE,Ward 5,"Edgewood, Bloomingdale, Truxton Circle, Eckington",MID-CITY,Cars Only,0,,MPD Only,0
195891372,2021-02-15,0101000020E61000004B997473064453C06244D6DEB7784340,38.944027,-77.063428,4220 CONNECTICUT AVENUE NW,Ward 3,"North Cleveland Park, Forest Hills, Van Ness",ROCK CREEK WEST,Car/Pedestrian,0,,MPD and DCFEMS,0
195886808,2021-02-03,0101000020E61000005C1FF32E044053C07064A70ECE7A4340,38.959437,-77.000324,401 MADISON STREET NE,Ward 4,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",ROCK CREEK EAST,Cars Only,0,,MPD Only,0
195891215,2021-02-16,0101000020E6100000D137E23DEF3E53C07341C8DECC744340,38.912748,-76.983541,1800 FENWICK STREET NE,Ward 5,"Ivy City, Arboretum, Trinidad, Carver Langston",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195885316,2021-02-03,0101000020E6100000A290DAE2393F53C0254CFE5814754340,38.914676,-76.987906,NEW YORK AVENUE NE & KENDALL STREET NE,Ward 5,"Brookland, Brentwood, Langdon",UPPER NORTHEAST,Cars Only,0,,MPD and DCFEMS,0
195888837,2021-02-09,0101000020E6100000684B44959B3E53C04D44AE4C7B754340,38.920911,-76.980473,1700 MONTANA AVENUE NE,Ward 5,"Brookland, Brentwood, Langdon",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195888609,2021-02-07,0101000020E6100000544F9D056C3F53C0C443D01CF2744340,38.913713,-76.990731,1100 NEW YORK AVE NE,Ward 5,"Ivy City, Arboretum, Trinidad, Carver Langston",UPPER NORTHEAST,Cars Only,0,,MPD and DCFEMS,0
195889922,2021-02-11,0101000020E61000001015E8516F3F53C0F7EB3FCDEF744340,38.91266,-76.993723,1098 NEW YORK AVE NE,Ward 5,"Brookland, Brentwood, Langdon",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195892921,2021-02-24,0101000020E6100000FE4B8006193F53C03BAA10322B754340,38.914797,-76.985673,1355 NEW YORK AVENUE NE,Ward 5,"Ivy City, Arboretum, Trinidad, Carver Langston",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195892730,2021-02-20,0101000020E6100000C35FF1440F3F53C08393E40732754340,38.915364,-76.985072,1369 NEW YORK AVENUE NE,Ward 5,"Ivy City, Arboretum, Trinidad, Carver Langston",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195885503,2021-02-03,0101000020E61000007B19B986433E53C05F4431036B754340,38.917329,-76.972439,NEW YORK AVE NE & BLADENSBURG RD NE,Ward 5,"Ivy City, Arboretum, Trinidad, Carver Langston",UPPER NORTHEAST,Cars Only,0,,MPD and DCFEMS,0
195888535,2021-02-06,0101000020E61000009079B222544453C0EE6130E4C2794340,38.951075,-77.068416,4700 CONNECTICUT AVENUE NW,Ward 3,"North Cleveland Park, Forest Hills, Van Ness",ROCK CREEK WEST,Cars Only,0,,MPD and DCFEMS,0
195895475,2021-02-28,0101000020E6100000D7775D81F03E53C0A076F7B9CE744340,38.912551,-76.983427,FENWICK STREET NE & WEST VIRGINIA AVENUE NE,Ward 5,"Ivy City, Arboretum, Trinidad, Carver Langston",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195888652,2021-02-08,0101000020E61000002FF2CB3BF93E53C0752D8763A5764340,38.92685,-76.984266,2900 15TH STREET NE,Ward 5,"Brookland, Brentwood, Langdon",UPPER NORTHEAST,Cars Only,0,,MPD and DCFEMS,0
195888852,2021-02-09,0101000020E6100000B6274324113F53C0778351EE50764340,38.924236,-76.985304,MONTANA AVENUE NE & 14TH STREET NE,Ward 5,"Brookland, Brentwood, Langdon",UPPER NORTHEAST,Cars Only,0,,MPD Only,0
195894528,2021-02-27,0101000020E6100000321B1CB9BD4053C043445EB3337A4340,38.954764,-77.01158,5302 1ST STREET NW,Ward 4,"Brightwood Park, Crestwood, Petworth",ROCK CREEK EAST,Cars Only,0,,MPD Only,0
195894710,2021-02-26,0101000020E6100000DF15A2F95B4453C0FC76FDE8DD794340,38.952061,-77.067688,4801 CONNECTICUT AVENUE NW,Ward 3,"North Cleveland Park, Forest Hills, Van Ness",ROCK CREEK WEST,Cars Only,0,,MPD and DCFEMS,0
195887197,2021-02-05,0101000020E6100000EE161F39BF3C53C0EFCCC81A94724340,38.895312,-76.94847,3900 BENNING ROAD NE,Ward 7,"Mayfair, Hillbrook, Mahaning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD and DCFEMS,0
195892763,2021-02-20,0101000020E61000008B5F6B89173F53C02F8F44350D6F4340,38.867893,-76.98581,1324 T STREET SE,Ward 8,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195895485,2021-02-28,0101000020E61000009D993C39553C53C0DC26838870734340,38.900522,-76.944116,4193 MINNESOTA AVENUE NE,Ward 7,"Mayfair, Hillbrook, Mahaning Heights",FAR NORTHEAST AND SOUTHEAST,Cars Only,0,,MPD Only,0
195887163,2021-02-04,0101000020E61000002FC4A118563E53C0E5CDF8C1EE6C4340,38.850978,-76.974206,22ND STREET SE & ALABAMA AVENUE SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195891107,2021-02-15,0101000020E610000093B6DB1E583E53C007533FBEED6C4340,38.850612,-76.974198,2201 ALABAMA AVENUE SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
195890114,2021-02-10,0101000020E6100000B3CF78BFBD3E53C0F752FF55676C4340,38.846336,-76.982255,1500 ALABAMA AVENUE SE,Ward 8,"Douglas, Shipley Terrace",FAR SOUTHEAST AND SOUTHWEST,Cars Only,0,,MPD Only,0
