walkscore,bikescore,transitscore,near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,objectid,crimeid,reportdate,fromdate,todate,address,latitude,longitude,bicycle_injuries,vehicle_injuries,pedestrian_injuries,total_injuries,total_major_injuries,total_minor_injuries,bicycle_fatalities,pedestrian_fatalities,vehicle_fatalities,drivers_impaired,drivers_speeding,total_vehicles,total_bicyclists,total_pedestrians,drivers_over_65,drivers_under_25,peds_over_65,peds_under_12,bikers_over_65,bikers_under_18,oos_vehicles,num_cars,num_suvs_or_trucks,driver_tickets,bicycle_tickets,ped_tickets,persontype_array,invehicletype_array,licenseplatestate_array,intapproachdirection,locationerror,lastupdatedate,blockkey,subblockkey,geography,pp_agency_incident_id,pp_total_injuries,pp_total_minor_injuries,pp_total_major_injuries,pp_call_time_rank,distance_to_nearest_block,aadt,totaltravellanes,totalcrosssectionwidth,totalparkinglanes,doubleyellow_line,summarydirection,num_sides_w_sidewalks,sidewalk_width,speed_limit,dcfunctionalclass,nhstype,routename,block_objectid,dcfunctionalclass_desc,distance_to_nearest_intersection,intersectionid,intersection_type,int_road_types,int_road_block_ids,street_names
7.00,28.00,51.00,[None],,,,,,7B,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7B01,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195827994,26974727,2016-06-16 18:30:21+00:00,2016-06-16,1970-01-01,3200 MINNESOTA AVENUE SE,38.880293,-76.959924,0,1,0,1,0,1,0,0,0,0,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,"['Driver', 'Passenger', 'Passenger', 'Driver', 'Driver']","['Passenger Van', 'Passenger Van', 'Passenger Van', 'Passenger Car/automobile', 'Passenger Car/automobile']","['MD', 'MD', 'MD', 'MD', 'DC']",North,,1970-01-01 00:00:00+00:00,b56745af4053eafbd423ede787518707,b56745af4053eafbd423ede787518707,0101000020E6100000590956ED6E3D53C0EB1BF440AD704340,,,,,1,9.221e-05,11419.0,4,39,0,Yes,BD,2,7,25.0,16.0,,MINNESOTA AVE SE,136176,Minor Arterial,5.795407,13729,REGULAR,"['Local', 'Minor Arterial']","['134879', '136176', '136770']","['G STREET SE', 'MINNESOTA AVENUE SE']"
7.00,28.00,51.00,[None],,,,,,7B,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7B01,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195831859,27349531,2017-06-24 09:05:23+00:00,2017-06-24,1970-01-01,3200 MINNESOTA AVENUE SE,38.880435,-76.959782,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver', 'Passenger', 'Driver']","['Other Small/light Truck', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['VA', 'MD', 'MD', 'DC']",North,,1970-01-01 00:00:00+00:00,b56745af4053eafbd423ede787518707,b56745af4053eafbd423ede787518707,0101000020E61000003436F2186D3D53C01F635E5AB2704340,,,,,1,0.00010561,11419.0,4,39,0,Yes,BD,2,7,25.0,16.0,,MINNESOTA AVE SE,136176,Minor Arterial,,,,,,
7.00,28.00,51.00,[None],,,,,,7B,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7B01,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195863950,28602845,2020-11-25 22:37:38+00:00,2020-11-25,1970-01-01,3240 MINNESOTA AVENUE SE,38.879893,-76.960171,0,2,0,2,0,2,0,0,0,0,0,2,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","['DC', 'GA']",East,,1970-01-01 00:00:00+00:00,219a753bdf947836070689dd427f7ddb,219a753bdf947836070689dd427f7ddb,0101000020E6100000D05B291B703D53C03DB6C9F7A9704340,,,,,1,9.092e-05,11419.0,4,39,0,Yes,BD,2,6,25.0,16.0,,MINNESOTA AVE SE,136770,Minor Arterial,6.9681147,13729,REGULAR,"['Local', 'Minor Arterial']","['134879', '136176', '136770']","['G STREET SE', 'MINNESOTA AVENUE SE']"
7.00,28.00,51.00,[None],,,,,,7B,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7B01,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195890764,27912921,2019-01-07 03:35:51+00:00,2019-01-06,1970-01-01,3240 MINNESOTA AVENUE SE,38.879893,-76.960171,0,3,0,3,0,3,0,0,0,1,0,3,0,0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,"['Passenger', 'Driver', 'Passenger', 'Passenger', 'Driver', 'Passenger', 'Driver', 'Passenger', 'Passenger']","['Cargo Van', 'Cargo Van', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Cargo Van', 'Passenger Car/automobile', 'Cargo Van', 'Passenger Car/automobile']","['DC', 'DC', 'MD', 'MD', 'MD', 'DC', 'MD', 'DC', 'MD']",North,,1970-01-01 00:00:00+00:00,b56745af4053eafbd423ede787518707,b56745af4053eafbd423ede787518707,0101000020E610000081C081BE6E3D53C00FAF80C3AD704340,,,,,1,0.00021208,11419.0,4,39,0,Yes,BD,2,7,25.0,16.0,,MINNESOTA AVE SE,136176,Minor Arterial,7.77616521,13729,REGULAR,"['Local', 'Minor Arterial']","['134879', '136176', '136770']","['G STREET SE', 'MINNESOTA AVENUE SE']"
7.00,28.00,51.00,[None],,,,,,7E,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7E02,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195702997,28149059,2019-08-30 01:55:52+00:00,2019-08-29,1970-01-01,FORT DAVIS DRIVE,38.876485,-76.948947,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Van']","['VA', 'DC']",North,,1970-01-01 00:00:00+00:00,233caf40a0137f9284bd98b55f04fef4,233caf40a0137f9284bd98b55f04fef4,0101000020E6100000199D9095BB3C53C0A042A4E830704340,,,,,1,0.00046816,,2,23,0,Yes,BD,0,,25.0,19.0,,FORT DAVIS DR SE,136525,Local,,,,,,
7.00,28.00,51.00,[None],,,,,,7E,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7E02,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195903571,27189656,2017-01-17 18:20:48+00:00,2017-01-17,1970-01-01,4303 TEXAS AVENUE SE,38.877151,-76.949175,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","['DC', 'Un']",North,,1970-01-01 00:00:00+00:00,233caf40a0137f9284bd98b55f04fef4,233caf40a0137f9284bd98b55f04fef4,0101000020E6100000E4B4CA1ABF3C53C04EA111CA46704340,,,,,1,0.000207,,2,23,0,Yes,BD,0,,25.0,19.0,,FORT DAVIS DR SE,136525,Local,,,,,,
7.00,28.00,51.00,[None],,,,,,7F,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7B01,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195659165,28505865,2020-08-20 23:41:18+00:00,2020-08-20,1970-01-01,3202 MINNESOTA AVENUE SE,38.878771,-76.960973,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"['Passenger', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['MD', 'MD', 'DC']",East,,2020-08-22 14:35:59+00:00,219a753bdf947836070689dd427f7ddb,219a753bdf947836070689dd427f7ddb,0101000020E6100000F804139D803D53C0A64A8DD27B704340,,,,,1,0.00056379,11419.0,4,39,0,Yes,BD,2,6,25.0,16.0,,MINNESOTA AVE SE,136770,Minor Arterial,,,,,,
7.00,28.00,51.00,[None],,,,,,7F,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7B01,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195714615,26918002,2016-04-21 05:24:37+00:00,2016-04-20,1970-01-01,3202 MINNESOTA AVENUE SE,38.878852,-76.961159,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Passenger', 'Passenger', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['MD', 'MD', 'MD', 'DC']",North,,1970-01-01 00:00:00+00:00,219a753bdf947836070689dd427f7ddb,219a753bdf947836070689dd427f7ddb,0101000020E6100000F804139D803D53C0A64A8DD27B704340,,,,,1,0.00056379,11419.0,4,39,0,Yes,BD,2,6,25.0,16.0,,MINNESOTA AVE SE,136770,Minor Arterial,,,,,,
7.00,28.00,51.00,[None],,,,,,7F,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7B01,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195827215,27346866,2017-06-21 22:11:38+00:00,2017-06-21,1970-01-01,3300 MINNESOTA AVE SE,38.881655,-76.958908,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver', 'Passenger', 'Driver', 'Driver', 'Passenger']","['Other Small/light Truck', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['DC', 'DC', 'MD', 'MD', 'MD', 'DC']",South,,1970-01-01 00:00:00+00:00,b56745af4053eafbd423ede787518707,b56745af4053eafbd423ede787518707,0101000020E6100000E9CCECC95E3D53C015CF3456DA704340,,,,,1,0.00054468,11419.0,4,39,0,Yes,BD,2,7,25.0,16.0,,MINNESOTA AVE SE,136176,Minor Arterial,,,,,,
7.00,28.00,51.00,[None],,,,,,7F,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7B01,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195862362,26997848,2016-07-10 00:27:28+00:00,2016-07-09,1970-01-01,3200 MINNESOTA AVENUE SE,38.878605,-76.960996,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,"['Passenger', 'Passenger', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['DC', 'DC', 'MD', 'DC']",North,,1970-01-01 00:00:00+00:00,219a753bdf947836070689dd427f7ddb,219a753bdf947836070689dd427f7ddb,0101000020E610000006EF2F2D823D53C0B2A5F46F77704340,,,,,1,0.00063252,11419.0,4,39,0,Yes,BD,2,6,25.0,16.0,,MINNESOTA AVE SE,136770,Minor Arterial,,,,,,
7.00,28.00,51.00,[None],,,,,,7F,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7F04,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195689108,27199554,2017-01-27 14:18:34+00:00,2017-01-27,1970-01-01,10 RANDLE CIRCLE SE,38.878395,-76.960984,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","[' None', 'MD']",North,,1970-01-01 00:00:00+00:00,d06fd5cc26422e0b51e017f22c314dfe,d06fd5cc26422e0b51e017f22c314dfe,0101000020E6100000710E6057803D53C0899DC50470704340,,,,,1,8.461e-05,7807.0,2,32,0,,OB,1,6,20.0,16.0,,RANDLE CIR SE,135207,Minor Arterial,,,,,,
7.00,28.00,51.00,[None],,,,,,7F,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7F04,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195755410,28312007,2020-02-09 02:50:26+00:00,2020-02-08,1970-01-01,21 RANDLE CIRCLE SE,38.877213,-76.960919,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,"['Passenger', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['DC', 'DC', 'DC']",Southeast,,1970-01-01 00:00:00+00:00,d06fd5cc26422e0b51e017f22c314dfe,d06fd5cc26422e0b51e017f22c314dfe,0101000020E61000000FE5F0BD803D53C08987EED170704340,,,,,1,0.00038428,7807.0,2,32,0,,OB,1,6,20.0,16.0,,RANDLE CIR SE,135207,Minor Arterial,,,,,,
7.00,28.00,51.00,[None],,,,,,7F,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7F04,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195791950,27530699,2017-12-21 18:38:03+00:00,2017-12-21,1970-01-01,FORT DUPONT DRIVE SE,38.875962,-76.950464,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","['DC', 'DC']",East,,1970-01-01 00:00:00+00:00,56f0c36fcd578e92f8d5707f209b11f5,56f0c36fcd578e92f8d5707f209b11f5,0101000020E6100000943C0DB27E3D53C0B6965F516B704340,,,,,1,0.0,,2,24,0,Yes,BD,0,,25.0,19.0,,FORT DUPONT DR SE,136040,Local,0.0,18280,REGULAR,"['Local', 'Minor Arterial']","['135207', '135318', '136040']","['FORT DUPONT DRIVE SE', 'RANDLE CIRCLE SE']"
7.00,28.00,51.00,[None],,,,,,7F,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7F04,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195800796,27483006,2017-11-04 04:42:34+00:00,2017-11-03,1970-01-01,UNIT RANDALL CIRCLE SE,38.878412,-76.960957,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Passenger', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['MD', 'MD', 'VA']",North,,1970-01-01 00:00:00+00:00,d06fd5cc26422e0b51e017f22c314dfe,d06fd5cc26422e0b51e017f22c314dfe,0101000020E61000005489625B803D53C03905770D70704340,,,,,1,8.462e-05,7807.0,2,32,0,,OB,1,6,20.0,16.0,,RANDLE CIR SE,135207,Minor Arterial,,,,,,
7.00,28.00,51.00,[None],,,,,,7F,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7F04,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195856505,27197907,2017-01-26 00:50:56+00:00,2017-01-25,1970-01-01,FORT DUPONT DRIVE SE,38.876635,-76.950358,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,"['Driver', 'Driver']","['Suv (sport Utility Vehicle)', 'Passenger Car/automobile']","[' None', 'MD']",Unknown,Crash point too far away from centerline,1970-01-01 00:00:00+00:00,Unknown,Unknown,0101000020E6100000D710E0B3D23C53C0695EB3D435704340,,,,,1,,,,,,,,0,,,,,,,,,,,,,
7.00,28.00,51.00,[None],,,,,,7F,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7B01,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195660923,27032522,2016-08-13 09:40:53+00:00,2016-08-13,1970-01-01,"MINNESOTA AVENUE SE & G STREET SE
",38.880234,-76.959926,0,1,0,1,0,1,0,0,0,1,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,"['Passenger', 'Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['MD', 'MD', 'MD']",South,,1970-01-01 00:00:00+00:00,b5b3e8cfdd3749d41f418519f266697a,f6578f26e7d3f064c658afb0b9ec2e33,0101000020E6100000439063766F3D53C065F0BFC2AB704340,,,,,1,0.00059467,11419.0,4,39,0,Yes,BD,2,6,25.0,16.0,,MINNESOTA AVE SE,136770,Minor Arterial,0.00316244,13729,REGULAR,"['Local', 'Minor Arterial']","['134879', '136176', '136770']","['G STREET SE', 'MINNESOTA AVENUE SE']"
7.00,28.00,51.00,[None],,,,,,7F,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",7B01,Ward 7,009901,FAR NORTHEAST AND SOUTHEAST,195845021,28556058,2020-10-10 05:20:35+00:00,2020-10-09,1970-01-01,MINNESOTA AVENUE SE & G STREET SE,38.880234,-76.959926,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","['DC', 'DC']",East,,1970-01-01 00:00:00+00:00,219a753bdf947836070689dd427f7ddb,219a753bdf947836070689dd427f7ddb,0101000020E6100000439063766F3D53C065F0BFC2AB704340,,,,,1,0.00059467,11419.0,4,39,0,Yes,BD,2,6,25.0,16.0,,MINNESOTA AVE SE,136770,Minor Arterial,0.00316244,13729,REGULAR,"['Local', 'Minor Arterial']","['134879', '136176', '136770']","['G STREET SE', 'MINNESOTA AVENUE SE']"
7.00,45.00,48.00,['Rocketship Legacy Prep PCS'],1.0,0.0,0.0,0.0,1.0,7E,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7E02,Ward 7,009902,FAR NORTHEAST AND SOUTHEAST,195739989,27439800,2017-09-22 19:45:24+00:00,2017-09-22,1970-01-01,4139 ALABAMA AVENUE SE,38.871325,-76.940775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,['Driver'],['Pickup Truck'],['MD'],West,,1970-01-01 00:00:00+00:00,6bd2b8d16f208a20aa0818448e876e10,bfbe9c92418aecf33bd88ed8b2c29c22,0101000020E6100000D100D0B2353C53C035D77BD5876F4340,,,,,1,0.00042855,11959.0,2,45,2,Yes,BD,2,7,20.0,16.0,,ALABAMA AVE SE,123856,Minor Arterial,,,,,,
7.00,45.00,48.00,['Rocketship Legacy Prep PCS'],1.0,0.0,0.0,0.0,1.0,7E,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7E02,Ward 7,009902,FAR NORTHEAST AND SOUTHEAST,195786789,27918124,2019-01-12 04:46:16+00:00,2019-01-11,1970-01-01,ALABAMA AVENUE SE,38.87063,-76.944241,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","['DC', 'MD']",West,,1970-01-01 00:00:00+00:00,6bd2b8d16f208a20aa0818448e876e10,bfbe9c92418aecf33bd88ed8b2c29c22,0101000020E61000004C9F6F30353C53C0D8ED3009886F4340,,,,,1,0.00027621,11959.0,2,45,2,Yes,BD,2,7,20.0,16.0,,ALABAMA AVE SE,123856,Minor Arterial,,,,,,
7.00,45.00,48.00,['Rocketship Legacy Prep PCS'],1.0,0.0,0.0,0.0,1.0,7E,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7E02,Ward 7,009902,FAR NORTHEAST AND SOUTHEAST,195798119,28169764,2019-09-19 17:33:26+00:00,2019-09-19,1970-01-01,4121 ALABAMA AVENUE SE,38.870746,-76.941786,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,"['Driver', 'Driver', 'Passenger', 'Driver', 'Passenger']","['Bus', 'Passenger Van', 'Bus', 'Passenger Car/automobile', 'Bus']","['DC', 'VA', 'DC', 'VA', 'DC']",East,,1970-01-01 00:00:00+00:00,098cddda5e314c7b95f910a4045b4215,17efab1a736163081d228aa5e25a165e,0101000020E61000006C0ACFC8483C53C00C24B025806F4340,,,,,1,7.17e-05,11959.0,2,46,2,Yes,BD,2,6,20.0,16.0,,ALABAMA AVE SE,136865,Minor Arterial,,,,,,
7.00,45.00,48.00,['Rocketship Legacy Prep PCS'],1.0,0.0,0.0,0.0,1.0,7E,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7E02,Ward 7,009902,FAR NORTHEAST AND SOUTHEAST,195814576,28476939,2020-07-23 03:35:29+00:00,2020-07-22,1970-01-01,4151 ALABAMA AVENUE SE,38.870998,-76.939663,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,['Driver'],['Suv (sport Utility Vehicle)'],['VA'],East,,1970-01-01 00:00:00+00:00,6bd2b8d16f208a20aa0818448e876e10,498715a87675f90fad1b1701a0c97680,0101000020E6100000974A6E79273C53C0055190A08D6F4340,,,,,1,0.00020275,11959.0,2,45,2,Yes,BD,2,7,20.0,16.0,,ALABAMA AVE SE,123856,Minor Arterial,,,,,,
7.00,45.00,48.00,['Rocketship Legacy Prep PCS'],1.0,0.0,0.0,0.0,1.0,7E,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7E02,Ward 7,009902,FAR NORTHEAST AND SOUTHEAST,195843495,27887659,2018-12-12 13:58:14+00:00,2018-12-12,1970-01-01,4237 ALABAMA AVENUE SE,38.872254,-76.937308,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","['VA', 'DC']",East,,1970-01-01 00:00:00+00:00,098cddda5e314c7b95f910a4045b4215,17efab1a736163081d228aa5e25a165e,0101000020E6100000DA624409473C53C01527DED8806F4340,,,,,1,0.00046574,11959.0,2,46,2,Yes,BD,2,6,20.0,16.0,,ALABAMA AVE SE,136865,Minor Arterial,,,,,,
7.00,45.00,48.00,['Rocketship Legacy Prep PCS'],1.0,0.0,0.0,0.0,1.0,7E,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7E02,Ward 7,009902,FAR NORTHEAST AND SOUTHEAST,195875551,28280019,2020-01-08 02:39:31+00:00,2020-01-07,1970-01-01,4100 ALABAMA AVENUE SE,38.87063,-76.944241,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Passenger Car/automobile']","[' None', 'MD']",East,,1970-01-01 00:00:00+00:00,6bd2b8d16f208a20aa0818448e876e10,bfbe9c92418aecf33bd88ed8b2c29c22,0101000020E61000006CDC46A63D3C53C0689BCD99846F4340,,,,,1,0.00023467,11959.0,2,45,2,Yes,BD,2,7,20.0,16.0,,ALABAMA AVE SE,123856,Minor Arterial,,,,,,
7.00,45.00,48.00,['Rocketship Legacy Prep PCS'],1.0,0.0,0.0,0.0,1.0,7E,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7E02,Ward 7,009902,FAR NORTHEAST AND SOUTHEAST,195882533,27424652,2017-09-07 17:00:09+00:00,2017-09-07,1970-01-01,4121 ALABAMA AVENUE SE,38.870746,-76.941786,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Moped/scooter']","['DC', ' None']",East,,1970-01-01 00:00:00+00:00,098cddda5e314c7b95f910a4045b4215,17efab1a736163081d228aa5e25a165e,0101000020E6100000B2F811C9463C53C0E3377FF2806F4340,,,,,1,7.782e-05,11959.0,2,46,2,Yes,BD,2,6,20.0,16.0,,ALABAMA AVE SE,136865,Minor Arterial,,,,,,
7.00,45.00,48.00,['Rocketship Legacy Prep PCS'],1.0,0.0,0.0,0.0,1.0,7E,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7E02,Ward 7,009902,FAR NORTHEAST AND SOUTHEAST,195897960,27529875,2017-12-21 00:53:26+00:00,2017-12-20,1970-01-01,4101 ALABAMA AVENUE SE,38.871264,-76.941079,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Driver'],['Other Vehicle'],[' None'],West,,1970-01-01 00:00:00+00:00,6bd2b8d16f208a20aa0818448e876e10,bfbe9c92418aecf33bd88ed8b2c29c22,0101000020E61000009E445AEF393C53C039C1F11D866F4340,,,,,1,0.00014526,11959.0,2,45,2,Yes,BD,2,7,20.0,16.0,,ALABAMA AVE SE,123856,Minor Arterial,,,,,,
7.00,45.00,48.00,[None],,,,,,7B,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7B07,Ward 7,009902,FAR NORTHEAST AND SOUTHEAST,195679649,25304307,2015-07-05 05:00:00+00:00,2015-07-04,1970-01-01,3989 MASSACHUSETTS AVENUE SE,38.871607,-76.946506,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"['Driver', 'Driver', 'Passenger']","['Passenger Car/automobile', 'Passenger Car/automobile', 'Passenger Car/automobile']","['VA', 'DC', 'DC']",Southeast,,1970-01-01 00:00:00+00:00,3aa36c35ef816052905a2cd2719a6459,a80624b8df6f4888707a1f6563b8f9e1,0101000020E6100000F7A3C44F903C53C02601DAEF9A6F4340,,,,,1,3.496e-05,7220.0,2,42,1,Yes,BD,1,6,25.0,17.0,,MASSACHUSETTS AVE SE,135018,Collector,,,,,,
7.00,45.00,48.00,[None],,,,,,7B,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",7B07,Ward 7,009902,FAR NORTHEAST AND SOUTHEAST,195752756,27997803,2019-04-01 18:18:00+00:00,2019-04-01,1970-01-01,4100 MASSUCHUSETTS AVENUE SE,38.870945,-76.943943,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,"['Driver', 'Driver']","['Passenger Car/automobile', 'Pickup Truck']","['MD', 'DC']",Northwest,,1970-01-01 00:00:00+00:00,3aa36c35ef816052905a2cd2719a6459,90e7d4bf74eeff7982684f4e477d9bdf,0101000020E61000009355B199693C53C0A897D15E7B6F4340,,,,,1,0.0002043,7220.0,2,42,1,Yes,BD,1,6,25.0,17.0,,MASSACHUSETTS AVE SE,135018,Collector,,,,,,
