"search_term","search_term_id","convo_group_id","tweet_id","tweet_text","tweet_place","reply_to_status","quoted_status","created_at","user_id","user_screen_name","user_location","coordinates","user_place"
"(car OR bus OR truck OR driver OR suv) (hit OR clipped OR struck) (me OR someone OR toddler OR kid OR teenager OR person OR man OR woman OR adult OR preschooler OR child) -food -feeling -feel -feels","02","560974702093795328","560974702093795328",".@sugeknight Hit And Run In Compton ... Victim Dead  http://t.co/rC5LYFMwC4 via @TMZ #sugeknight #hitandrun @HarveyLevinTMZ","{'id': '006898812ec2348f', 'url': 'https://api.twitter.com/1.1/geo/id/006898812ec2348f.json', 'place_type': 'city', 'name': 'Chevy Chase Village', 'full_name': 'Chevy Chase Village, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.100714, 38.963346], [-77.100714, 38.97721], [-77.069103, 38.97721], [-77.069103, 38.963346]]]}, 'attributes': {}}","","","2015-01-30 01:36:06+00:00","24167813","janjeffcoat","Washington, DC","{'type': 'Point', 'coordinates': [-77.07676149, 38.97462976]}",""
"(car OR bus OR truck OR driver OR suv) (hit OR clipped OR struck) (me OR someone OR toddler OR kid OR teenager OR person OR man OR woman OR adult OR preschooler OR child) -food -feeling -feel -feels","02","560635710227877888","560635710227877888","“@KekeFrederick: @__Cilla cause you're a good ass liar. Like the time you told me your brother got hit by a bus” 💀💀💀😭😭😭😂😂😂😂 I need to stop😂","{'id': 'd6819fe60643ebc1', 'url': 'https://api.twitter.com/1.1/geo/id/d6819fe60643ebc1.json', 'place_type': 'city', 'name': 'Alexandria', 'full_name': 'Alexandria, VA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.144435, 38.789907], [-77.144435, 38.844853], [-77.037304, 38.844853], [-77.037304, 38.789907]]]}, 'attributes': {}}","560635416999911424","","2015-01-29 03:09:04+00:00","267793144","__Cilla","Virginia ","{'type': 'Point', 'coordinates': [-77.13155832, 38.82215684]}",""
"(car OR bus OR truck OR driver OR suv) (hit OR clipped OR struck) (me OR someone OR toddler OR kid OR teenager OR person OR man OR woman OR adult OR preschooler OR child) -food -feeling -feel -feels","02","553210543809785856","553210543809785856","The Fire department just taped the area like our driver hit a person! !😂 http://t.co/n3ct4e13mQ","{'id': '319ee7b36c9149da', 'url': 'https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', 'place_type': 'city', 'name': 'Arlington', 'full_name': 'Arlington, VA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.172219, 38.827378], [-77.172219, 38.934311], [-77.031779, 38.934311], [-77.031779, 38.827378]]]}, 'attributes': {}}","","","2015-01-08 15:24:06+00:00","2770382513","rudboy2405","Fredericksburg, Va # HH 4-LIFE","{'type': 'Point', 'coordinates': [-77.0805571, 38.8890512]}",""
"(car OR bus OR truck OR driver OR suv) (hit OR clipped OR struck) (me OR someone OR toddler OR kid OR teenager OR person OR man OR woman OR adult OR preschooler OR child) -food -feeling -feel -feels","02","552114415101689856","552114415101689856","Man being rescued from parking garage after truck hit cherry picker. @nbcwashington @News4Today http://t.co/WqmkoJSsu2","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2015-01-05 14:48:29+00:00","36077613","eyezediting","Derwood, MD","{'type': 'Point', 'coordinates': [-77.02750241, 38.90740431]}",""
"(car OR bus OR truck OR driver OR suv) (hit OR clipped OR struck) (me OR someone OR toddler OR kid OR teenager OR person OR man OR woman OR adult OR preschooler OR child) -food -feeling -feel -feels","02","551857857780789248","551857857780789248","did this lady really glare at me for crossing the street?

hit me w your car then bitch","{'id': '5542db7392bde9b1', 'url': 'https://api.twitter.com/1.1/geo/id/5542db7392bde9b1.json', 'place_type': 'city', 'name': 'Glenarden', 'full_name': 'Glenarden, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-76.876542, 38.912849], [-76.876542, 38.94025], [-76.821187, 38.94025], [-76.821187, 38.912849]]]}, 'attributes': {}}","","","2015-01-04 21:49:00+00:00","130660613","anjeezyalmighty","","{'type': 'Point', 'coordinates': [-76.84860582, 38.9223792]}",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1343947394782810114","1343947394782810114","The metrobus garage in Virginia which is Four Mile Run was originally plain diesel bus until around Fall 2005 it was switched to CNG Fuel. It had over 200 CNG Fuel Buses between the numbers of 2500s to 2700s. In late 2018 and 2019 they started scrapping the 2500s and 2600s buses.","{'id': '319ee7b36c9149da', 'url': 'https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', 'place_type': 'city', 'name': 'Arlington', 'full_name': 'Arlington, VA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.172219, 38.827378], [-77.172219, 38.934311], [-77.031779, 38.934311], [-77.031779, 38.827378]]]}, 'attributes': {}}","1343947394073976839","","2020-12-29 15:50:02+00:00","1134671197898256384","RobertG2001","Arlington, VA","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1343947394073976839","1343947394073976839","I’m also starting to notice metro probably just scrapped the bus fleet of the 2700s which is the CNG fuel bus. That bus came out 15 years ago around September or October 2005 which I can remember like it was yesterday when Virginia first rolled out the metrobus CNG fuel.","{'id': '319ee7b36c9149da', 'url': 'https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', 'place_type': 'city', 'name': 'Arlington', 'full_name': 'Arlington, VA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.172219, 38.827378], [-77.031779, 38.827378], [-77.031779, 38.934311], [-77.172219, 38.934311]]]}, 'attributes': {}}","","","2020-12-29 15:50:02+00:00","1134671197898256384","RobertG2001","Arlington, VA","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1341733274448760835","1341733274448760835","CAR truly is the Wild West. The thought of the UN fighting to reclaim cities while Russians are being called in by the hundreds to provide elections security makes it sound all the more surreal. Oh, and elections over Christmas never go well. https://t.co/V8jXdIvPN3 via @FRANCE24","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-12-23 13:11:55+00:00","141229777","_hudsonc","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1337463172551340035","1337463172551340035","@Uber_Support This has nothing to do with an account - I was walking and your driver nearly ran me over while I was walking. Doesn’t follow any laws and I’ll be reporting this maniac to the city. Please get him off the road before someone gets hurt! @Uber_Support @uber #uber","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1337462690701303808","","2020-12-11 18:24:03+00:00","788161133517479936","pbcyclist08","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1337462690701303808","1337462690701303808","@pbcyclist08 We'll do everything we can to help. Please provide your phone number associated with your Uber account through direct message, so we can further assist. We'll keep an eye out for your response.","","1337442909113737222","","2020-12-11 18:22:08+00:00","2815754953","Uber_Support","","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1337442909113737222","1337442909113737222","@Uber driver nearly killed me in DuPont Circle this morning. Recklessly high speed and slammed on the breaks right before nearly hitting me at a red light. Driver doesn’t even have a legible license plate. Get this guy off our streets @Uber_Support @DC_DFHV @DCPoliceDept https://t.co/BuHxVqAh0k","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","","","2020-12-11 17:03:32+00:00","788161133517479936","pbcyclist08","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1330312920073449473","1330312920073449473","Me watching these men tryna win us over w toys and goodies knowing my momma finna run them over w a Mac truck https://t.co/HztPuSLA9Q","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","1330302901516980227","2020-11-22 00:51:30+00:00","1554300368","kirasimsimma","where the money reside","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1330302901516980227","1330302901516980227","I think we all had our hearts broken by a Sagittarius before","","","","2020-11-22 00:11:42+00:00","751504248760897537","ehimeora","Brooklyn ✨ $ehimeo","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1320679631226347520","1320679631226347520","I run your kids over in my work truck STFU https://t.co/rUnXsIOggc","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","1319684647572426754","2020-10-26 10:52:15+00:00","1179169275212378113","andimvani_","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1308474193105821696","1308474193105821696","I haven’t ran more than a few blocks to catch a bus or train since I got injured sprinting track in high school. My throat and chest are on fire rn and I would have beat myself up over this time when I was younger, but right now I’m proud of myself 🏃‍♀️ https://t.co/cybpg0R6ny","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-09-22 18:32:12+00:00","883146614","sarahjcamm","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1308161491879817219","1308161491879817219","Me: I need to be less dramatic, people don’t take me seriously when something is actually wrong

Me 2 seconds later: someone run me over with a bus please I will pay you","{'id': 'd6819fe60643ebc1', 'url': 'https://api.twitter.com/1.1/geo/id/d6819fe60643ebc1.json', 'place_type': 'city', 'name': 'Alexandria', 'full_name': 'Alexandria, VA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.144435, 38.789907], [-77.144435, 38.844853], [-77.037304, 38.844853], [-77.037304, 38.789907]]]}, 'attributes': {}}","","","2020-09-21 21:49:38+00:00","269830274","LizzyAmeliaa","bella noches","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1305514686306230272","1305514686306230272","Someone please run me over with a semi truck right now.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-09-14 14:32:11+00:00","3942446248","_nayssa","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1297025161917595649","1297025161917595649","Awww 4 years ago on this day I got my first car and almost ran over my best friend ☺️","{'id': '319ee7b36c9149da', 'url': 'https://api.twitter.com/1.1/geo/id/319ee7b36c9149da.json', 'place_type': 'city', 'name': 'Arlington', 'full_name': 'Arlington, VA', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.172219, 38.827378], [-77.172219, 38.934311], [-77.031779, 38.934311], [-77.031779, 38.827378]]]}, 'attributes': {}}","","","2020-08-22 04:17:50+00:00","440326331","YungYej","Washington, D.C. ","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1296118000123359236","1296118000123359236","Pickup truck drivers are some of the biggest snowflakes ever.  Can’t even look at the pedestrians they will run over in the eyes. https://t.co/gWFFiLvqLm","{'id': '6417871953fa5e86', 'url': 'https://api.twitter.com/1.1/geo/id/6417871953fa5e86.json', 'place_type': 'city', 'name': 'Silver Spring', 'full_name': 'Silver Spring, MD', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.064086, 38.979735], [-77.064086, 39.036964], [-76.97162, 39.036964], [-76.97162, 38.979735]]]}, 'attributes': {}}","","1295843424831250432","2020-08-19 16:13:06+00:00","17667593","brandita","Silver Spring, MD","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1295843424831250432","1295843424831250432","Ford F150 Named Best Truck For Backing Over Kid Playing In Driveway https://t.co/vEi19btPkL https://t.co/WrvSDWldmC","","","","2020-08-18 22:02:02+00:00","14075928","TheOnion","","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1295813542856327168","1295813542856327168","@DCPoliceDept which homicide detective is in charge of your investigation into the unnamed police officer who ran over Devonne Christine Harris with his car?","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1295699680114900994","","2020-08-18 20:03:18+00:00","15427124","staceye","Washington DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1295699680114900994","1295699680114900994","which D.C. police officer killed Ms. Devonne Christine Harris??? https://t.co/ibOTjNFVJu","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","1295002288306749441","","2020-08-18 12:30:51+00:00","15427124","staceye","Washington DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1295002288306749441","1295002288306749441","(what are the names of the MPD officers) WHO KILLED Devonne Christine Harris?","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","","","2020-08-16 14:19:40+00:00","15427124","staceye","Washington DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1295797346266210310","1295797346266210310","Was walking in 1600 block of Gales NE, a ""a slow street"" and verbally assaulted the whole way by an SUV driver who got out and said ""I don't care about that sign. I will run your ass over and think nothing of it."" We probably shouldn't count this block as @DCVisionZero. #walkdc","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1295794476410118145","","2020-08-18 18:58:56+00:00","3254650533","GordonAChaffin","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1295794476410118145","1295794476410118145","If anyone gets complaints of someone running in the road on 10th NE, G NE, or I NE, that's me! Maybe I'll do up a Strava route with all 20+ miles @DDOTDC writes press releases about! https://t.co/qp9l3FhLsy","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","","1295787242858975232","2020-08-18 18:47:32+00:00","3254650533","GordonAChaffin","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1295787242858975232","1295787242858975232","New hobby: running right in the middle of a @ddotdc ""slow street"", intentionally blocking traffic that is obviously driving thru them. Finding out everytime how real #VisionZeroDC is.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","","","2020-08-18 18:18:47+00:00","3254650533","GordonAChaffin","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1295533468005343232","1295533468005343232","Leon Bridges could run me over with a car and I’d say thanks","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-08-18 01:30:23+00:00","372598251","arexismc","United States","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1292194743057874946","1292194743057874946","@Heatherdgad The average man *can* run 23mph. ""Can"" is the qualifier. That does not mean he can sustain that speed over an extended period of time. A cheetah can run 70mph but only in short bursts, not for miles over African plains. Bottom line it's too slow for traversing the city in a car https://t.co/cUfi2IHJKF","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1292192928882819077","","2020-08-08 20:23:29+00:00","114549551","DougSloan","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1292192928882819077","1292192928882819077","@DougSloan You said that the average man runs 23mph. That’s not right. The fastest man on earth ran a marathon, that’s 26.2 miles, in two hours. That’s less than 15mph, not 23. Seriously, reread your original tweet.","","1292192577983258626","","2020-08-08 20:16:16+00:00","922124211283304448","Heatherdgad","Pioneer Square, Seattle","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1292192577983258626","1292192577983258626","@Heatherdgad So you expect marathon runners to sprint for 26 miles?? Are you mad? https://t.co/mbYiIdRAb9","","1292172780813737985","","2020-08-08 20:14:53+00:00","114549551","DougSloan","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1292172780813737985","1292172780813737985","@DougSloan Sorry, this is not correct. The average man cannot run 23mph, since the fastest marathon time is 2:01:39.","","1292171863716659200","","2020-08-08 18:56:13+00:00","922124211283304448","Heatherdgad","Pioneer Square, Seattle","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1292171863716659200","1292171863716659200","This moronic. The average man can run 23 mph. Will cyclists have to slow down as well?
D.C. is expanding the ""Slow Streets"" program that's expected to grow to include 22 miles of speed restricted roadways down to 15 mph by next month. https://t.co/k97B8fLxUF","","","","2020-08-08 18:52:34+00:00","114549551","DougSloan","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1290250616653123586","1290250616653123586","DC is mad sad man... All I see is folks bent over and staring. I was driving, like the car wa literally moving and a chick walks into the car. She never even acknowledged that she ran into my car or almost got run over. This epidemic of drugs sucks!!","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-08-03 11:38:13+00:00","177612890","MinaNoNina","Bronx, NY","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1288608671644225536","1288608671644225536","Wow huge props to the driver of the big USPS truck who managed to not run over the cyclist who completely disregarded all common sense and traffic laws and cut right in front of him.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-07-29 22:53:43+00:00","36256623","eringravitt","dc","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1287555964363653121","1287555964363653121","You’d have to live in a rural area to have an outdoor cat and not get run over by a car, or eat something with rat poison and whatnot. And in rural areas, there are other predators. https://t.co/pFhG3nIINM","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","1287468089752326146","2020-07-27 01:10:38+00:00","115779095","MeettheBlues","At the Devil’s Crossroads ","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1287468089752326146","1287468089752326146","so 90 percent of British cats have free access to the outdoors, as opposed to just 25 percent of American cats. Why such a big difference?","","","","2020-07-26 19:21:27+00:00","1254412448","BeijingPalmer","","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1286874845423304704","1286874845423304704","Brainstorming ways for Hannah to call out sick when she has a male manager that asks “what’s wrong with you?!” 
Hannah: “I’m getting an abortion.”
Me: “I ran over a puppy and need to scrape the chunks off my car.”

Don’t ask us questions.","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","","","2020-07-25 04:04:06+00:00","1225208125","DonkCheney","Washington, DC","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1275399220372144136","1275399220372144136","Moments later, we were at an intersection. The walk sign turns on, but there is a car in the intersection that wants to turn onto the street we are crossing. I wait on the sidewalk so as to avoid being run over or at least cursed at by the impatient driver. #KindnessRevolution","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-77.119401, 38.99538], [-76.909396, 38.99538], [-76.909396, 38.801826]]]}, 'attributes': {}}","1275399219008942083","","2020-06-23 12:04:04+00:00","37944282","ShanaOtoole","Washington, DC  ","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1275399219008942083","1275399219008942083","“Here ya go! Have a great day!” The stranger waves. His dog smiles. And thank goodness, because two houses down I needed one of those extra bags. Phew! Public sidewalk dog poop emergency averted  #KindnessRevolution","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","1275399218186854403","","2020-06-23 12:04:04+00:00","37944282","ShanaOtoole","Washington, DC  ","",""
"(car OR bus OR truck OR driver OR suv) (run OR ran) over -feel -feeling -feels","03","1275399218186854403","1275399218186854403","I’m walking the evil frenchies this morning. As I bend over to pick up one of their deposits, I mutter to myself: “I hope no one else has to go bc we just ran out of bags.” Out of the blue, a masked stranger + his Aussie shepherd placed 2 bags on the ground #KindnessRevolution","{'id': '01fbe706f872cb32', 'url': 'https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', 'place_type': 'city', 'name': 'Washington', 'full_name': 'Washington, DC', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]}, 'attributes': {}}","","","2020-06-23 12:04:04+00:00","37944282","ShanaOtoole","Washington, DC  ","",""
